30	so
840	today
1079	we're
1199	going
1290	to
1380	be
1469	having
1589	a
1770	quick
1949	look
2009	at
2370	the
2520	razor
2760	abysus
3600	mouse
4200	so
4500	this
4650	is
4770	a
4799	high
5069	precision
5629	optical
6629	gaming
7290	mouse
7440	and
7740	razer
7890	does
8189	a
8220	great
8460	job
8519	of
8760	their
9000	packaging
9450	so
9599	we
9719	can
9900	pretty
10139	much
10230	tell
10620	you
10830	everything
11639	about
11759	this
12030	product
12269	just
12540	based
12750	on
12929	what
13110	they've
13290	put
13469	on
13530	the
13740	outside
14099	so
14370	first
14610	of
14730	all
14820	you've
15059	got
15269	a
15599	handy
16470	little
16619	valve
16890	for
17100	a
17130	window
17490	in
17820	to
18150	have
18300	a
18330	look
18600	at
18840	the
19020	mouse
19199	itself
19740	although
20039	they
20250	even
20640	tell
21570	you
22020	how
22289	to
22350	pronounce
22800	it
23100	so
23130	abyss
23730	Oz
24000	is
24859	abysus
26420	whatever
27420	okay
27750	it's
27900	a
27960	noun
28199	derived
28439	from
28859	the
29070	something
29760	a
30090	venomous
30420	pit
30689	viper
30960	subsidies
31590	found
31830	only
31980	in
32130	the
32219	United
32549	States
32759	blah
33000	blah
33239	blah
33620	3500
34620	DPI
35180	3.5
36180	G's
36570	of
36870	acceleration
37280	awesome
38280	till
38520	they've
38670	added
39120	a
39239	really
39960	good
40260	sensor
40739	to
40980	even
41399	their
41670	value
42210	line
42480	of
42690	gaming
43050	mice
43290	which
43620	is
43829	really
44579	cool
44789	because
45030	it
45239	means
45570	that
45719	we're
45960	starting
46140	to
46289	see
46410	actually
46860	not
46980	just
47129	from
47309	razer
47520	but
47760	a
47789	lot
48030	of
48210	really
48690	high
48899	performance
49530	value
50219	gaming
50579	mice
50760	so
51000	here
51210	you
51629	can
51809	see
52020	it's
52199	reiterated
53160	we've
53280	got
53460	the
53579	3500
54329	DPI
54629	razor
54989	precision
55500	3.5
56010	g
56219	infrared
56699	sensor
57120	three
57780	buttons
58350	tuned
58649	for
58920	ultra
59250	responsive
59850	feedback
60329	so
60660	that
60690	means
60899	you've
60989	got
61109	a
61140	left
61320	click
61500	or
61680	right
61710	click
61859	and
62190	a
62219	middle
62460	click
62609	and
62760	then
63300	you've
63420	got
63600	Hardware
64049	toggles
64470	for
64650	dpi
64979	and
65069	polling
65549	rates
65729	that's
66000	always
66330	really
66570	nice
66689	to
66750	have
67020	those
67380	are
67530	on
67619	the
67650	bottom
67950	of
68189	the
68250	mouse
68400	though
68670	so
69150	on
69270	the
69390	higher
69570	end
69780	mice
69930	you'll
70140	tend
70320	to
70380	find
70439	those
70740	buttons
71040	on
71250	the
71430	top
71640	ok
72450	English
73729	digital
74729	ultra
75030	wide
75180	data
75390	path
75720	on
76020	the
76080	fly
76229	sensitivity
76799	adjustment
76890	and
77729	the
78000	dexterous
78420	design
78840	so
79409	they
79619	have
79799	released
80100	a
80369	couple
80520	mice
80820	lately
81210	that
81360	don't
81630	have
81900	completely
82470	ambidextrous
83130	designs
83460	but
83670	this
83850	one
84060	is
84270	back
84810	to
84960	their
85140	roots
85530	a
85680	little
85710	bit
86100	so
86340	you
86430	can
86640	use
86880	it
87030	with
87150	either
87360	your
87659	right
87810	or
87840	your
87960	left
88080	hand
88530	it
89009	has
89189	a
89220	seven
89579	foot
89759	lightweight
90150	non
90390	tangle
90840	cord
91170	that
91740	did
91950	it
93079	okay
94079	you
94320	know
94409	what
94530	let's
94560	just
94829	get
94920	this
95070	thing
95220	open
95520	and
95880	we
96119	will
96329	go
96420	from
96659	there
96869	so
96900	I
97350	actually
97770	have
98189	ah
98720	my
99720	keys
99990	on
100200	me
100350	and
100439	I'm
100500	going
100619	to
100650	use
100799	that
100979	to
101189	open
101220	red
102259	box
103259	here
104630	and
105630	see
105840	normally
106229	I
106259	actually
106500	started
106950	opening
107250	the
107399	box
107610	before
108180	I
109250	stopped
110250	talking
110790	about
111180	the
111360	product
111750	so
111810	that
112020	I'll
112079	have
112229	something
112560	to
112680	talk
112829	about
113159	while
113399	I'm
113549	opening
113700	the
114030	box
114210	but
114390	today
114689	I
114720	didn't
115259	really
115500	do
115649	that
115829	so
116040	yeah
116909	I
117210	fail
117570	anyway
118079	let's
118469	have
118619	a
118710	look
118829	at
118950	the
119040	accessories
119310	that
119610	are
119820	included
120329	with
120479	the
120630	abysus
121079	first
121939	okay
122939	we
123210	have
123390	a
123420	like
123719	a
123750	black
124020	package
124530	here
125040	clip
125280	to
125430	the
125549	back
125579	razor
126030	just
126060	such
126390	a
126420	great
126689	job
126899	of
127049	packaging
127530	actually
127920	a
127950	great
128399	example
128940	would
129060	be
129119	these
129419	like
129899	cosa
130378	mirror
130709	unboxing
132290	product
132830	showcase
133129	that
133610	I
133640	did
133970	you
134209	can
134360	just
134540	see
134659	what
134750	a
134810	phenomenal
135349	job
135379	they
135739	do
135860	the
135950	packaging
136310	some
136579	of
136670	their
136790	stuff
137000	so
137239	for
137900	gamers
138110	by
138409	gamers
138439	Razer
139129	zone
139400	comm
139879	you
140450	find
140720	our
140930	little
141230	pack
141980	here
142430	that
142640	has
142819	all
143090	of
143120	our
143329	necessary
143900	stuff
144319	inside
144950	so
146079	on
147079	the
147290	top
147470	you
147650	have
147680	a
147829	certificate
148189	of
148549	authenticity
148819	this
149720	is
149870	a
149900	real
150200	Razer
150470	product
151010	certified
151400	by
151640	Razer
151970	guy
152269	himself
152989	next
153680	you
154010	have
154190	a
154370	Quick
154640	Start
154670	Guide
154940	which
155659	basically
156079	shows
156200	you
156650	how
156920	to
156980	plug
157280	a
157489	USB
157549	port
158299	in
158450	and
158659	it
159019	also
159109	tells
159500	you
159769	where
160069	all
160129	the
160340	buttons
160609	are
160790	on
160819	the
161150	mouse
161329	great
162400	Thank
163400	You
163459	Razer
163730	all
164359	right
164569	then
164780	you
164900	have
165109	a
165379	master
165920	guide
166129	so
166640	that
166790	I
166879	don't
166940	know
167120	how
167269	they
167450	managed
167720	to
167750	make
167900	such
168200	a
168230	fit
168500	guide
168709	on
168920	a
168950	mouse
169220	but
169489	I'm
169670	going
169909	to
169940	guess
170299	okay
171139	I'm
171230	going
171319	to
171379	go
171500	ahead
171620	and
171859	guess
172010	that
172040	it's
172340	just
172519	in
172609	a
172670	bunch
172849	of
172909	different
173180	languages
173569	and
173720	pretty
173930	much
174079	tells
174349	us
174560	what
175069	all
175190	the
175310	buttons
175609	are
175790	and
176060	how
176269	to
176299	plug
176540	it
176629	into
176780	your
176900	computer
177019	yes
177650	thank
178400	you
178489	oh
178609	no
178909	they
179120	give
179299	you
179420	a
179450	pup
179690	this
180230	is
180440	kind
180680	of
180769	nice
180980	it's
181310	so
181370	rare
181760	these
182000	days
182060	to
182930	see
183109	a
183139	hardware
183650	vendor
184010	give
184220	you
184370	an
184489	actual
184819	instruction
185480	guide
185659	on
185870	how
185989	to
186049	use
186260	the
186440	software
186859	so
187489	often
187909	they
188030	just
188239	kind
188450	of
188569	throw
188840	you
189440	in
189769	and
190099	let
190790	you
190909	sink
191180	or
191329	swim
191450	that's
191780	great
192079	okay
192739	then
192950	they
193069	have
193220	a
193250	Razer
193519	product
194000	catalog
194420	so
194720	you
194780	bought
195049	this
195260	one
195500	now
195739	by
195950	other
196609	Razer
197000	products
197540	to
197690	match
197959	not
198620	a
198650	bad
198919	strategy
199190	overall
199879	so
200060	they
200180	show
200299	you
200389	a
200449	bunch
200629	of
200720	really
200870	cool
200959	stairs
201349	the
201500	light
201650	go
201799	Samir
202160	I've
202340	unboxed
202879	that
203000	one
203419	I've
203780	unboxed
204500	the
204560	Mako
204799	speakers
205310	which
205489	are
205579	awesome
206209	by
206510	the
206540	way
206810	okay
207650	then
207980	we've
208099	got
208250	some
208430	Razer
208579	stickers
209120	and
209540	then
210109	we
210319	have
210530	the
210949	abysus
211400	so
211549	this
211699	is
211910	a
211940	little
