60	you
299	know
390	this
599	probably
840	happens
1319	to
1469	everyone
1829	all
2070	the
2100	time
2250	they're
3060	sitting
3419	there
3570	making
3750	a
4019	YouTube
4410	video
4730	pretending
5730	to
5850	play
5879	a
6060	video
6299	game
6690	for
6930	b-roll
7200	and
7560	though
8160	the
8370	wire
8610	gets
8880	caught
9179	on
9330	something
9690	I'm
9809	like
9900	you
10050	know
10110	what
10320	just
10349	screw
11010	this
11190	I
11460	hate
12150	it
12330	all
13460	fortunately
14660	the
15660	solution
16379	arrived
17190	today
17990	this
18990	is
19350	a
19500	special
19939	care
20939	package
21449	for
21630	love
21810	taken
22260	look
23220	at
23340	this
23460	special
24240	care
24779	package
25260	from
25470	Logitech
26070	that
26279	includes
26789	their
27510	new
28010	g9o
29010	3
29580	and
29960	g7o
30960	3
31320	mice
31560	and
32270	perhaps
33270	more
33809	importantly
34559	because
35430	this
35820	is
36030	Canada
36540	after
36840	all
37230	it
37500	includes
38280	what
38579	Logitech
39120	is
39300	calling
39809	the
40800	power
41100	play
42200	but
43200	it's
43379	not
43559	a
43590	hockey
43829	power
44219	play
44520	it's
45180	totally
45690	different
45829	with
46829	the
47100	power
47340	play
47700	these
48480	wireless
49320	mice
49620	can
50280	be
50460	used
51350	indefinitely
52789	without
53789	ever
54710	plugging
55710	them
55860	in
56039	I
57350	was
58350	going
58530	to
58590	say
58739	holy
59010	
59309	but
59910	I
60149	got
61109	distracted
61320	because
61829	they're
62010	making
63750	[Music]
71400	Brow's
72400	privately
73180	and
73390	securely
73930	with
74650	tunnel
75190	there
75370	the
75850	simple
76360	VPN
76840	app
77020	try
77650	tunnel
78010	bear
78190	for
78460	free
78790	at
79000	the
79060	link
79390	in
79600	the
79930	video
80050	description
81150	so
82150	step
82510	number
82540	one
83020	would
83290	be
83320	to
83680	decide
84130	which
84520	mouth
84790	I'm
85000	going
85180	to
85240	use
85510	that's
86410	pretty
86710	simple
86980	this
87700	one
88000	is
88300	a
88360	hundred
89050	dollars
89410	and
89650	this
90460	one
90730	is
91000	a
91060	hundred
91750	and
91840	fifty
92230	dollars
92350	so
92980	I'm
93250	going
93670	to
93700	use
94000	the
94600	more
94840	expensive
95170	one
95530	because
96600	that's
97600	how
97840	you
97900	know
98110	you
98170	get
98380	the
98500	best
98680	stuff
98920	you
99640	just
99670	get
100030	the
100150	one
100270	that's
100480	more
100660	expensive
101250	then
102250	I
103140	need
104140	to
104290	set
104500	up
104530	the
105400	wireless
105580	charging
106210	power
106750	play
107490	we've
108600	got
