0	there
420	are
599	two
840	kinds
1319	of
1410	companies
2330	followers
3330	and
3780	leaders
4940	some
5940	keyboard
6420	manufacturers
7230	approach
7770	the
8039	problem
8460	of
8840	ergonomics
9840	by
10170	taking
10559	your
10710	standard
11190	QWERTY
11880	keyboard
12450	and
13009	sprinkling
14009	in
14219	a
14340	little
14610	bend
14910	here
15450	in
15630	some
15870	separation
16770	there
17000	but
18000	leaders
18500	they
19500	have
19800	true
20130	courage
20580	they
20910	use
21210	first
21990	principle
22740	thinking
23310	to
23789	build
23970	new
24269	products
24840	from
25080	the
25230	ground
25590	up
25859	and
26130	the
26910	safe
27300	type
27750	keyboard
28140	turns
28949	the
29220	whole
29550	idea
30119	of
30210	a
30570	keyboard
31080	on
31380	its
32219	side
32520	and
33469	then
34469	down
34710	normal
35160	and
35430	then
36300	on
36420	its
36600	other
36809	side
37530	but
38129	is
38280	this
40550	290
41550	dollar
41850	command
42809	center
43559	the
44340	answer
44879	to
45510	your
45750	RS
46410	I
46620	Christ
47190	or
47610	are
47640	these
48149	guys
48390	coming
48809	at
49050	this
49230	from
49590	completely
50489	the
51300	wrong
51600	angle
53540	[Music]
59890	cooller
60890	masters
61370	25th
62359	anniversary
63260	edition
63350	cosmos
64339	2
64640	features
65390	a
65540	unique
65920	dual
66920	curved
67700	tempered
68240	glass
68360	side
68840	panel
69409	check
69890	it
70070	out
70189	now
70430	at
70790	the
71240	link
71479	below
71899	okay
73060	let's
74060	just
74330	get
74630	this
74899	out
75200	of
75229	the
75470	way
75649	the
76039	safe
76369	types
76700	layout
77149	is
77479	pretty
78350	unconventional
79070	the
80060	Alpha
80689	portion
81080	of
81170	the
81259	keyboard
81710	has
81979	been
82250	split
82789	into
83119	two
83750	equal
84140	halves
84439	and
85060	rotated
86060	making
86750	it
86869	the
87080	most
87350	3d
88250	keyboard
89149	we've
89750	ever
90020	tested
90319	more
91159	about
91340	why
91759	in
92149	a
92270	moment
92630	first
92990	let's
93319	look
93890	at
94069	the
94280	third
94640	section
95060	which
95720	contains
96170	the
96409	cursor
97009	controls
97520	a
97840	number
98840	pad
99080	and
99610	media
100610	buttons
101000	and
101720	some
102049	of
102170	these
102289	are
102709	super
103369	handy
103729	what
104299	a
104330	great
104899	use
105259	of
105530	otherwise
106429	empty
106850	middle
107450	space
107659	I'm
107990	looking
108679	at
108799	you
109069	Kinney
109610	sis
110030	just
110270	be
110720	careful
111170	to
111560	not
112270	accidentally
113270	hit
113450	the
113479	shutdown
114350	hotkey
114890	during
115549	the
115700	season
116330	finale
116479	of
116810	scrapyard
117470	Wars
117759	let's
118759	get
118970	this
119149	out
119390	of
119420	the
119509	way
119630	early
119990	-
120289	this
121039	thing
121280	looks
121780	weird
122780	but
123530	it's
123709	actually
124369	a
124550	lot
125450	faster
126259	to
126289	get
126530	used
126800	to
126950	then
127459	you'd
127640	probably
127879	think
128209	all
128750	of
129500	the
129619	keys
129889	are
130280	in
130729	their
130970	usual
131390	least
132379	relatively
132950	speaking
133480	usual
134480	spots
134810	and
135110	the
135530	s
135769	and
136220	J
136459	keys
136760	are
137090	even
137629	bumpier
138170	than
138379	normal
138739	to
139190	help
139430	keep
139700	you
139910	anchored
140629	on
140840	the
140900	home
141500	row
141769	the
142370	only
142640	kind
142910	of
143090	novel
143959	key
144170	placement
144709	is
144890	the
145370	extra
146000	backspace
146540	key
146840	that
147379	shifts
147950	all
148220	the
148610	workload
149060	from
149209	your
149420	right
149569	pinky
149810	to
150440	being
150680	able
150800	to
151010	split
151250	it
151430	with
151700	your
151909	left
152150	thumb
152420	and
152690	a
153110	thumbs
153379	up
153620	for
153950	that
154010	one
154510	another
155510	thing
155810	that
155840	looks
156620	weird
157010	but
157819	is
158209	for
158720	a
158750	reason
159260	is
159440	the
160069	legend
160659	why
161659	are
162230	some
162680	of
162800	the
162890	symbols
163370	all
